36.812,300.0
51.837,218.0
25.918,436.0
17.279,654.0
12.959,872.0
10.539,1090.0
8.881,1309.0
7.697,1527.0
6.81,1745.0
6.106,1963.0
5.522,2181.0
5.1,2399.0
4.652,2618.0
4.312,2836.0
4.019,3054.0
3.752,3272.0
3.528,3490.0
3.329,3709.0
3.151,3927.0
2.995,4145.0
2.857,4363.0
2.734,4581.0
2.619,4799.0
2.512,5018.0
2.414,5236.0
2.32,5454.0
2.236,5672.0
2.158,5890.0
2.084,6108.0
2.013,6327.0
1.948,6545.0
1.887,6763.0
1.83,6981.0
1.776,7199.0
1.728,7418.0
1.682,7636.0
1.639,7854.0
1.596,8072.0
1.557,8290.0
1.52,8508.0
1.485,8727.0
1.452,8945.0
1.421,9163.0
1.391,9381.0
1.36,9599.0
1.333,9817.0
1.305,10036.0
1.28,10254.0
1.255,10472.0
1.231,10690.0
1.208,10908.0
1.188,11127.0
1.168,11345.0
1.149,11563.0
1.13,11781.0
1.112,11999.0
1.095,12217.0
1.078,12436.0
1.062,12654.0
1.045,12872.0
1.03,13090.0
1.014,13308.0
0.999,13526.0
0.984,13745.0
0.971,13963.0
0.957,14181.0
0.944,14399.0
0.931,14617.0
0.918,14836.0
0.907,15054.0
0.896,15272.0
0.884,15490.0
0.873,15708.0
0.863,15926.0
0.853,16145.0
0.843,16363.0
0.833,16581.0
0.824,16799.0
0.815,17017.0
0.806,17236.0
0.797,17454.0
0.788,17672.0
0.78,17890.0
0.771,18108.0
0.763,18326.0
0.756,18545.0
0.748,18763.0
0.741,18981.0
0.734,19199.0
0.727,19417.0
0.72,19635.0
0.713,19854.0
0.707,20072.0
0.7,20290.0
0.694,20508.0
0.688,20726.0
0.682,20945.0
0.676,21163.0
0.67,21381.0
0.665,21599.0
0.659,21817.0
0.654,22035.0
0.649,22254.0
0.644,22472.0
0.639,22690.0
0.634,22908.0
0.629,23126.0
0.624,23344.0
0.619,23563.0
0.615,23781.0
0.61,23999.0
0.605,24217.0
0.601,24435.0
0.596,24654.0
0.592,24872.0
0.588,25090.0
0.583,25308.0
0.579,25526.0
0.575,25744.0
0.571,25963.0
0.567,26181.0
0.563,26399.0
0.559,26617.0
0.556,26835.0
0.552,27053.0
0.549,27272.0
0.545,27490.0
0.542,27708.0
0.539,27926.0
0.535,28144.0
0.532,28363.0
0.529,28581.0
0.526,28799.0
0.522,29017.0
0.519,29235.0
0.516,29453.0
0.513,29672.0
0.51,29890.0
0.507,30108.0
0.504,30326.0
0.501,30544.0
0.498,30762.0
0.496,30981.0
0.493,31199.0
0.49,31417.0
0.488,31635.0
0.485,31853.0
0.482,32072.0
0.48,32290.0
0.477,32508.0
0.475,32726.0
0.473,32944.0
0.47,33162.0
0.468,33381.0
0.465,33599.0
0.463,33817.0
0.461,34035.0
0.459,34253.0
0.456,34472.0
0.454,34690.0
0.452,34908.0
0.45,35126.0
0.448,35344.0
0.446,35562.0
0.444,35781.0
0.442,35999.0
0.44,36217.0
0.438,36435.0
0.436,36653.0
0.434,36871.0
0.432,37090.0
0.43,37308.0
0.428,37526.0
0.426,37744.0
0.424,37962.0
0.423,38181.0
0.421,38399.0
0.419,38617.0
0.417,38835.0
0.416,39053.0
0.414,39271.0
0.412,39490.0
0.411,39708.0
0.409,39926.0
0.407,40144.0
0.406,40362.0
0.404,40580.0
0.403,40799.0
0.401,41017.0
0.4,41235.0
0.398,41453.0
0.396,41671.0
0.395,41890.0
0.393,42108.0
0.392,42326.0
0.391,42544.0
0.389,42762.0
0.388,42980.0
0.386,43199.0
0.385,43417.0
0.383,43635.0
0.382,43853.0
0.381,44071.0
0.379,44289.0
0.378,44508.0
0.377,44726.0
0.375,44944.0
0.374,45162.0
0.373,45380.0
0.372,45599.0
0.371,45817.0
0.369,46035.0
0.368,46253.0
0.367,46471.0
0.366,46689.0
0.365,46908.0
0.363,47126.0
0.362,47344.0
0.361,47562.0
0.36,47780.0
0.359,47998.0
0.358,48217.0
0.356,48435.0
0.355,48653.0
0.354,48871.0
0.353,49089.0
0.352,49308.0
0.351,49526.0
0.35,49744.0
0.349,49962.0
0.348,50180.0
0.347,50398.0
0.346,50617.0
0.345,50835.0
0.344,51053.0
0.343,51271.0
0.342,51489.0
0.341,51708.0
0.34,51926.0
0.339,52144.0
0.338,52362.0
0.337,52580.0
0.336,52798.0
0.335,53017.0
0.334,53235.0
0.333,53453.0
0.332,53671.0
0.332,53889.0
0.331,54107.0
0.33,54326.0
0.329,54544.0
0.328,54762.0
0.327,54980.0
0.326,55198.0
0.326,55417.0
0.325,55635.0
0.324,55853.0
0.323,56071.0
0.322,56289.0
0.322,56507.0
0.321,56726.0
0.32,56944.0
0.319,57162.0
0.318,57380.0
0.318,57598.0
0.317,57816.0
0.316,58035.0
0.315,58253.0
0.315,58471.0
0.314,58689.0
0.313,58907.0
0.312,59126.0
0.312,59344.0
0.311,59562.0
0.31,59780.0
0.309,59998.0
0.309,60216.0
0.308,60435.0
0.307,60653.0
0.306,60871.0
0.306,61089.0
0.305,61307.0
0.304,61525.0
0.304,61744.0
0.303,61962.0
0.302,62180.0
0.301,62398.0
0.301,62616.0
0.3,62835.0
0.299,63053.0
0.299,63271.0
0.298,63489.0
0.297,63707.0
0.297,63925.0
0.296,64144.0
0.295,64362.0
0.295,64580.0
0.294,64798.0
0.293,65016.0
0.292,65535.0
